Date,Open,High,Low,Close,Volume
2019-08-28,9.7156,9.7156,9.7156,9.7156,0
2019-08-29,9.7156,9.7156,9.7156,9.7156,0
2019-08-30,9.7156,9.7156,9.7156,9.7156,0
2019-09-03,9.7156,9.7156,9.7156,9.7156,0
2019-09-04,9.7156,9.7156,9.7156,9.7156,0
2019-09-05,9.7156,9.7156,9.7156,9.7156,0
2019-09-06,9.7156,9.7156,9.7156,9.7156,0
2019-09-09,9.7156,9.7156,9.7156,9.7156,0
2019-09-10,9.7156,9.7156,9.7156,9.7156,0
2019-09-11,9.7156,9.7156,9.7156,9.7156,0
2019-09-12,9.7156,9.7156,9.7156,9.7156,0
2019-09-13,9.7156,9.7156,9.7156,9.7156,0
2019-09-16,9.7156,9.7156,9.7156,9.7156,0
2019-09-17,9.7156,9.7156,9.7156,9.7156,0
2019-09-18,9.7156,9.7156,9.7156,9.7156,0
2019-09-19,9.7156,9.7156,9.7156,9.7156,0
2019-09-20,9.7156,9.7156,9.7156,9.7156,0
2019-09-23,9.7156,9.7156,9.7156,9.7156,0
2019-09-24,9.7156,9.7156,9.7156,9.7156,0
2019-09-25,9.7156,9.7156,9.7156,9.7156,0
2019-09-26,9.7156,9.7156,9.7156,9.7156,0
2019-09-27,9.7156,9.7156,9.7156,9.7156,0
2019-09-30,9.7156,9.7156,9.7156,9.7156,0
2019-10-01,9.7156,9.7156,9.7156,9.7156,0
2019-10-02,9.7156,9.7156,9.7156,9.7156,0
2019-10-03,9.7156,9.7156,9.7156,9.7156,0
2019-10-04,9.7156,9.7156,9.7156,9.7156,0
2019-10-07,9.7156,9.7156,9.7156,9.7156,0
2019-10-08,9.7156,9.7156,9.7156,9.7156,0
2019-10-09,9.7156,9.7156,9.7156,9.7156,0
2019-10-10,9.7156,9.7156,9.7156,9.7156,0
2019-10-11,9.7156,9.7156,9.7156,9.7156,0
2019-10-14,9.7156,9.7156,9.7156,9.7156,0
2019-10-15,9.7156,9.7156,9.7156,9.7156,0
2019-10-16,13.6018,13.6018,13.6018,13.6018,100
2019-10-17,13.6018,13.6018,13.6018,13.6018,0
2019-10-18,13.6018,13.6018,13.6018,13.6018,0
2019-10-21,13.6018,13.6018,13.6018,13.6018,0
2019-10-22,13.6018,13.6018,13.6018,13.6018,0
2019-10-23,13.6018,13.6018,13.6018,13.6018,0
2019-10-24,13.6018,13.6018,13.6018,13.6018,0
2019-10-25,13.6018,13.6018,13.6018,13.6018,0
2019-10-28,13.6018,13.6018,13.6018,13.6018,0
2019-10-29,13.6018,13.6018,13.6018,13.6018,0
2019-10-30,13.6018,13.6018,13.6018,13.6018,0
2019-10-31,13.6018,13.6018,13.6018,13.6018,0
2019-11-01,13.6018,13.6018,13.6018,13.6018,0
2019-11-04,13.6018,13.6018,13.6018,13.6018,0
2019-11-05,13.6018,13.6018,13.6018,13.6018,0
2019-11-06,13.6018,13.6018,13.6018,13.6018,0
2019-11-07,13.6018,13.6018,13.6018,13.6018,0
2019-11-08,13.6018,13.6018,13.6018,13.6018,0
2019-11-11,13.6018,13.6018,13.6018,13.6018,0
2019-11-12,13.6018,13.6018,13.6018,13.6018,0
2019-11-13,13.6018,13.6018,13.6018,13.6018,0
2019-11-14,13.6018,13.6018,13.6018,13.6018,0
2019-11-15,13.6018,13.6018,13.6018,13.6018,0
2019-11-18,13.6018,13.6018,13.6018,13.6018,0
2019-11-19,13.6018,13.6018,13.6018,13.6018,0
2019-11-20,13.6018,13.6018,13.6018,13.6018,0
2019-11-21,13.6018,13.6018,13.6018,13.6018,0
2019-11-22,13.6018,13.6018,13.6018,13.6018,0
2019-11-25,13.6018,13.6018,13.6018,13.6018,0
2019-11-26,13.6018,13.6018,13.6018,13.6018,0
2019-11-27,13.6018,13.6018,13.6018,13.6018,0
2019-11-28,13.6018,13.6018,13.6018,13.6018,0
2019-11-29,13.6018,13.6018,13.6018,13.6018,0
2019-12-02,13.6018,13.6018,13.6018,13.6018,0
2019-12-03,13.6018,13.6018,13.6018,13.6018,0
2019-12-04,13.6018,13.6018,13.6018,13.6018,0
2019-12-05,13.6018,13.6018,13.6018,13.6018,0
2019-12-06,13.6018,13.6018,13.6018,13.6018,0
2019-12-09,13.6018,13.6018,13.6018,13.6018,0
2019-12-10,13.6018,13.6018,13.6018,13.6018,0
2019-12-11,13.6018,13.6018,13.6018,13.6018,0
2019-12-12,13.6018,13.6018,13.6018,13.6018,0
2019-12-13,13.6018,13.6018,13.6018,13.6018,0
2019-12-16,13.6018,13.6018,13.6018,13.6018,0
2019-12-17,13.6018,13.6018,13.6018,13.6018,0
2019-12-18,13.6018,13.6018,13.6018,13.6018,0
2019-12-19,13.6018,13.6018,13.6018,13.6018,0
2019-12-20,13.6018,13.6018,13.6018,13.6018,0
2019-12-23,13.6018,13.6018,13.6018,13.6018,0
2019-12-24,13.6018,13.6018,13.6018,13.6018,0
2019-12-25,13.6018,13.6018,13.6018,13.6018,0
2019-12-26,13.6018,13.6018,13.6018,13.6018,0
2019-12-27,13.6018,13.6018,13.6018,13.6018,0
2019-12-30,13.6018,13.6018,13.6018,13.6018,0
2019-12-31,13.6018,13.6018,13.6018,13.6018,0
2020-01-02,13.6018,13.6018,13.6018,13.6018,0
2020-01-03,13.6018,13.6018,13.6018,13.6018,0
2020-01-06,13.6018,13.6018,13.6018,13.6018,0
2020-01-07,13.6018,13.6018,13.6018,13.6018,0
2020-01-08,13.6018,13.6018,13.6018,13.6018,0
2020-01-09,13.6018,13.6018,13.6018,13.6018,0
2020-01-10,13.6018,13.6018,13.6018,13.6018,0
2020-01-13,13.6018,13.6018,13.6018,13.6018,0
2020-01-14,13.6018,13.6018,13.6018,13.6018,0
2020-01-15,13.6018,13.6018,13.6018,13.6018,0
2020-01-16,13.6018,13.6018,13.6018,13.6018,0
2020-01-17,13.6018,13.6018,13.6018,13.6018,0
2020-01-20,13.6018,13.6018,13.6018,13.6018,0
2020-01-21,13.6018,13.6018,13.6018,13.6018,0
2020-01-22,13.6018,13.6018,13.6018,13.6018,0
2020-01-30,13.6018,13.6018,13.6018,13.6018,0
2020-01-31,13.6018,13.6018,13.6018,13.6018,0
2020-02-03,13.6018,13.6018,13.6018,13.6018,0
2020-02-04,13.6018,13.6018,13.6018,13.6018,0
2020-02-05,13.6018,13.6018,13.6018,13.6018,0
2020-02-06,13.6018,13.6018,13.6018,13.6018,0
2020-02-07,13.6018,13.6018,13.6018,13.6018,0
2020-02-10,13.6018,13.6018,13.6018,13.6018,0
2020-02-11,13.6018,13.6018,13.6018,13.6018,0
2020-02-12,13.6018,13.6018,13.6018,13.6018,0
2020-02-13,13.6018,13.6018,13.6018,13.6018,0
2020-02-14,13.6018,13.6018,13.6018,13.6018,0
2020-02-17,13.6018,13.6018,13.6018,13.6018,0
2020-02-18,13.6018,13.6018,13.6018,13.6018,0
2020-02-19,13.6018,13.6018,13.6018,13.6018,0
2020-02-20,13.6018,13.6018,13.6018,13.6018,0
2020-02-21,13.6018,13.6018,13.6018,13.6018,0
2020-02-24,13.6018,13.6018,13.6018,13.6018,0
2020-02-25,13.6018,13.6018,13.6018,13.6018,0
2020-02-26,13.6018,13.6018,13.6018,13.6018,0
2020-02-27,13.6018,13.6018,13.6018,13.6018,0
2020-02-28,13.6018,13.6018,13.6018,13.6018,0
2020-03-02,13.6018,13.6018,13.6018,13.6018,0
2020-03-03,13.6018,13.6018,13.6018,13.6018,0
2020-03-04,13.6018,13.6018,13.6018,13.6018,0
2020-03-05,13.6018,13.6018,13.6018,13.6018,0
2020-03-06,13.6018,13.6018,13.6018,13.6018,0
2020-03-09,13.6018,13.6018,13.6018,13.6018,0
2020-03-10,13.6018,13.6018,13.6018,13.6018,0
2020-03-11,13.6018,13.6018,13.6018,13.6018,0
2020-03-12,13.6018,13.6018,13.6018,13.6018,0
2020-03-13,13.6018,13.6018,13.6018,13.6018,0
2020-03-16,13.6018,13.6018,13.6018,13.6018,0
2020-03-17,13.6018,13.6018,13.6018,13.6018,0
2020-03-18,13.6018,13.6018,13.6018,13.6018,0
2020-03-19,13.6018,13.6018,13.6018,13.6018,0
2020-03-20,13.6018,13.6018,13.6018,13.6018,0
2020-03-23,13.6018,13.6018,13.6018,13.6018,0
2020-03-24,13.6018,13.6018,13.6018,13.6018,0
2020-03-25,13.6018,13.6018,13.6018,13.6018,0
2020-03-26,13.6018,13.6018,13.6018,13.6018,0
2020-03-27,13.6018,13.6018,13.6018,13.6018,0
2020-03-30,13.6018,13.6018,13.6018,13.6018,0
2020-03-31,13.6018,13.6018,13.6018,13.6018,0
2020-04-01,13.6018,13.6018,13.6018,13.6018,0
2020-04-03,13.6018,13.6018,13.6018,13.6018,0
2020-04-06,13.6018,13.6018,13.6018,13.6018,0
2020-04-07,13.6018,13.6018,13.6018,13.6018,0
2020-04-08,13.6018,13.6018,13.6018,13.6018,0
2020-04-09,13.6018,13.6018,13.6018,13.6018,0
2020-04-10,13.6018,13.6018,13.6018,13.6018,0
2020-04-13,13.6018,13.6018,13.6018,13.6018,0
2020-04-14,13.6018,13.6018,13.6018,13.6018,0
2020-04-15,13.6018,13.6018,13.6018,13.6018,0
2020-04-16,13.6018,13.6018,13.6018,13.6018,0
2020-04-17,13.6018,13.6018,13.6018,13.6018,0
2020-04-20,13.6018,13.6018,13.6018,13.6018,0
2020-04-21,13.6018,13.6018,13.6018,13.6018,0
2020-04-22,13.6018,13.6018,13.6018,13.6018,0
2020-04-23,13.6018,13.6018,13.6018,13.6018,0
2020-04-24,13.6018,13.6018,13.6018,13.6018,0
2020-04-27,13.6018,13.6018,13.6018,13.6018,0
2020-04-28,13.6018,13.6018,13.6018,13.6018,0
2020-04-29,13.6018,13.6018,13.6018,13.6018,0
2020-05-04,13.6018,13.6018,13.6018,13.6018,0
2020-05-05,13.6018,13.6018,13.6018,13.6018,0
2020-05-06,13.6018,13.6018,13.6018,13.6018,0
2020-05-07,13.6018,13.6018,13.6018,13.6018,0
2020-05-08,13.6018,13.6018,13.6018,13.6018,0
2020-05-11,13.6018,13.6018,13.6018,13.6018,0
2020-05-12,13.6018,13.6018,13.6018,13.6018,0
2020-05-13,13.6018,13.6018,13.6018,13.6018,0
2020-05-14,13.6018,13.6018,13.6018,13.6018,0
2020-05-15,13.6018,13.6018,13.6018,13.6018,0
2020-05-18,13.6018,13.6018,13.6018,13.6018,0
2020-05-19,13.6018,13.6018,13.6018,13.6018,0
2020-05-20,13.6018,13.6018,13.6018,13.6018,0
2020-05-21,13.6018,13.6018,13.6018,13.6018,0
2020-05-22,13.6018,13.6018,13.6018,13.6018,0
2020-05-25,13.6018,13.6018,13.6018,13.6018,0
2020-05-26,13.6018,13.6018,13.6018,13.6018,0
2020-05-27,13.6018,13.6018,13.6018,13.6018,0
2020-05-28,13.6018,13.6018,13.6018,13.6018,0
2020-05-29,13.6018,13.6018,13.6018,13.6018,0
2020-06-01,13.6018,13.6018,13.6018,13.6018,0
2020-06-02,13.6018,13.6018,13.6018,13.6018,0
2020-06-03,13.6018,13.6018,13.6018,13.6018,0
2020-06-04,13.6018,13.6018,13.6018,13.6018,0
2020-06-05,13.6018,13.6018,13.6018,13.6018,0
2020-06-08,13.6018,13.6018,13.6018,13.6018,0
2020-06-09,13.6018,13.6018,13.6018,13.6018,0
2020-06-10,13.6018,13.6018,13.6018,13.6018,0
2020-06-11,13.6018,13.6018,13.6018,13.6018,0
2020-06-12,13.6018,13.6018,13.6018,13.6018,0
2020-06-15,13.6018,13.6018,13.6018,13.6018,0
2020-06-16,13.6018,13.6018,13.6018,13.6018,0
2020-06-17,13.6018,13.6018,13.6018,13.6018,0
2020-06-18,13.6018,13.6018,13.6018,13.6018,0
2020-06-19,13.6018,13.6018,13.6018,13.6018,0
2020-06-22,13.6018,13.6018,13.6018,13.6018,0
2020-06-23,13.6018,13.6018,13.6018,13.6018,0
2020-06-24,13.6018,13.6018,13.6018,13.6018,0
2020-06-25,13.6018,13.6018,13.6018,13.6018,0
2020-06-26,13.6018,13.6018,13.6018,13.6018,0
2020-06-29,13.6018,13.6018,13.6018,13.6018,0
2020-06-30,13.6018,13.6018,13.6018,13.6018,0
2020-07-01,13.6018,13.6018,13.6018,13.6018,0
2020-07-02,13.6018,13.6018,13.6018,13.6018,0
2020-07-03,13.6018,13.6018,13.6018,13.6018,0
2020-07-06,13.6018,13.6018,13.6018,13.6018,0
2020-07-07,13.6018,13.6018,13.6018,13.6018,0
2020-07-08,13.6018,13.6018,13.6018,13.6018,0
2020-07-09,13.6018,13.6018,13.6018,13.6018,0
2020-07-10,13.6018,13.6018,13.6018,13.6018,0
2020-07-13,13.6018,13.6018,13.6018,13.6018,0
2020-07-14,13.6018,13.6018,13.6018,13.6018,0
2020-07-15,13.6018,13.6018,13.6018,13.6018,0
2020-07-16,13.6018,13.6018,13.6018,13.6018,0
2020-07-17,13.6018,13.6018,13.6018,13.6018,0
2020-07-20,13.6018,13.6018,13.6018,13.6018,0
2020-07-21,13.6018,13.6018,13.6018,13.6018,0
2020-07-22,13.6018,13.6018,13.6018,13.6018,0
2020-07-23,13.6018,13.6018,13.6018,13.6018,0
2020-07-24,13.6018,13.6018,13.6018,13.6018,0
2020-07-27,13.6018,13.6018,13.6018,13.6018,0
2020-07-28,13.6018,13.6018,13.6018,13.6018,0
2020-07-29,13.6018,13.6018,13.6018,13.6018,0
2020-07-30,13.6018,13.6018,13.6018,13.6018,0
2020-07-31,13.6018,13.6018,13.6018,13.6018,0
2020-08-03,13.6018,13.6018,13.6018,13.6018,0
2020-08-04,13.6018,13.6018,13.6018,13.6018,0
2020-08-05,13.6018,13.6018,13.6018,13.6018,0
2020-08-06,13.6018,13.6018,13.6018,13.6018,0
2020-08-07,13.6018,13.6018,13.6018,13.6018,0
2020-08-10,13.6018,13.6018,13.6018,13.6018,0
2020-08-11,13.6018,13.6018,13.6018,13.6018,0
2020-08-12,13.6018,13.6018,13.6018,13.6018,0
2020-08-13,13.6018,13.6018,13.6018,13.6018,0
2020-08-14,13.6018,13.6018,13.6018,13.6018,0
2020-08-17,13.6018,13.6018,13.6018,13.6018,0
2020-08-18,13.6018,13.6018,13.6018,13.6018,0
2020-08-19,13.6018,13.6018,13.6018,13.6018,0
2020-08-20,13.6018,13.6018,13.6018,13.6018,0
2020-08-21,13.6018,13.6018,13.6018,13.6018,0
2020-08-24,13.6018,13.6018,13.6018,13.6018,0
2020-08-25,13.6018,13.6018,13.6018,13.6018,0
2020-08-26,13.6018,13.6018,13.6018,13.6018,0
2020-08-27,13.6018,13.6018,13.6018,13.6018,0
2020-08-28,13.6018,13.6018,13.6018,13.6018,0
2020-08-31,13.6018,13.6018,13.6018,13.6018,0
2020-09-01,13.6018,13.6018,13.6018,13.6018,0
2020-09-03,13.6018,13.6018,13.6018,13.6018,0
2020-09-04,13.6018,13.6018,13.6018,13.6018,0
2020-09-07,13.6018,13.6018,13.6018,13.6018,0
2020-09-08,13.6018,13.6018,13.6018,13.6018,0
2020-09-09,13.6018,13.6018,13.6018,13.6018,0
2020-09-10,13.6018,13.6018,13.6018,13.6018,0
2020-09-11,13.6018,13.6018,13.6018,13.6018,0
2020-09-14,13.6018,13.6018,13.6018,13.6018,0
2020-09-15,13.6018,13.6018,13.6018,13.6018,0
2020-09-16,13.6018,13.6018,13.6018,13.6018,0
2020-09-17,13.6018,13.6018,13.6018,13.6018,0
2020-09-18,13.6018,13.6018,13.6018,13.6018,1000
2020-09-21,13.6018,13.6018,13.6018,13.6018,8
2020-09-22,13.6018,13.6018,13.6018,13.6018,0
2020-09-23,13.6018,13.6018,13.6018,13.6018,0
2020-09-24,13.6018,13.6018,13.6018,13.6018,0
2020-09-25,13.6018,13.6018,13.6018,13.6018,0
2020-09-28,13.6018,13.6018,13.6018,13.6018,0
2020-09-29,13.6018,13.6018,13.6018,13.6018,0
2020-09-30,13.6018,13.6018,13.6018,13.6018,0
2020-10-01,13.6018,13.6018,13.6018,13.6018,0
2020-10-02,13.6018,13.6018,13.6018,13.6018,0
2020-10-05,13.6018,13.6018,13.6018,13.6018,0
2020-10-06,13.6018,13.6018,13.6018,13.6018,0
2020-10-07,13.6018,13.6018,13.6018,13.6018,0
2020-10-08,13.6018,13.6018,13.6018,13.6018,0
2020-10-09,13.6018,13.6018,13.6018,13.6018,0
2020-10-12,13.6018,13.6018,13.6018,13.6018,0
2020-10-13,13.6018,13.6018,13.6018,13.6018,0
2020-10-14,13.6,13.6,13.6,13.6,0
2020-10-15,13.6,13.6,13.6,13.6,0
2020-10-16,13.6,13.6,13.6,13.6,0
2020-10-19,13.6,13.6,13.6,13.6,0
2020-10-20,13.6,13.6,13.6,13.6,0
2020-10-21,13.6,13.6,13.6,13.6,0
2020-10-22,13.6,13.6,13.6,13.6,0
2020-10-23,13.6,13.6,13.6,13.6,0
2020-10-26,13.6,13.6,13.6,13.6,0
2020-10-27,13.6,13.6,13.6,13.6,0
2020-10-28,13.6,13.6,13.6,13.6,0
2020-10-29,13.6,13.6,13.6,13.6,0
2020-10-30,13.6,13.6,13.6,13.6,0
2020-11-02,13.6,13.6,13.6,13.6,0
2020-11-03,13.6,13.6,13.6,13.6,0
2020-11-04,13.6,13.6,13.6,13.6,0
2020-11-05,13.6,13.6,13.6,13.6,0
2020-11-06,13.6,13.6,13.6,13.6,0
2020-11-09,13.6,13.6,13.6,13.6,0
2020-11-10,13.6,13.6,13.6,13.6,0
2020-11-11,13.6,13.6,13.6,13.6,0
2020-11-12,13.6,13.6,13.6,13.6,0
2020-11-13,13.6,13.6,13.6,13.6,0
2020-11-16,13.6,13.6,13.6,13.6,0
2020-11-17,13.6,13.6,13.6,13.6,0
2020-11-18,13.6,13.6,13.6,13.6,0
2020-11-19,13.6,13.6,13.6,13.6,0
2020-11-20,13.6,13.6,13.6,13.6,0
2020-11-23,13.6,13.6,13.6,13.6,0
2020-11-24,13.6,13.6,13.6,13.6,0
2020-11-25,13.6,13.6,13.6,13.6,0
2020-11-26,13.6,13.6,13.6,13.6,0
2020-11-27,13.6,13.6,13.6,13.6,0
2020-11-30,13.6,13.6,13.6,13.6,0
2020-12-01,13.6,13.6,13.6,13.6,0
2020-12-02,13.6,13.6,13.6,13.6,0
2020-12-03,13.6,13.6,13.6,13.6,0
2020-12-04,13.6,13.6,13.6,13.6,0
2020-12-07,13.6,13.6,13.6,13.6,0
2020-12-08,13.6,13.6,13.6,13.6,0
2020-12-09,13.6,13.6,13.6,13.6,0
2020-12-10,13.6,13.6,13.6,13.6,0
2020-12-11,13.6,13.6,13.6,13.6,0
2020-12-14,13.6,13.6,13.6,13.6,0
2020-12-15,13.6,13.6,13.6,13.6,0
2020-12-16,13.6,13.6,13.6,13.6,0
2020-12-17,13.6,13.6,13.6,13.6,0
2020-12-18,13.6,13.6,13.6,13.6,0
2020-12-21,13.6,13.6,13.6,13.6,0
2020-12-22,13.6,13.6,13.6,13.6,0
2020-12-23,13.6,13.6,13.6,13.6,0
2020-12-24,13.6,13.6,13.6,13.6,0
2020-12-25,13.6,13.6,13.6,13.6,0
2020-12-28,13.6,13.6,13.6,13.6,0
2020-12-29,13.6,13.6,13.6,13.6,0
2020-12-30,13.6,13.6,13.6,13.6,0
2020-12-31,13.6,13.6,13.6,13.6,0
2021-01-04,13.6,13.6,13.6,13.6,0
2021-01-05,13.6,13.6,13.6,13.6,0
2021-01-06,13.6,13.6,13.6,13.6,0
2021-01-07,13.6,13.6,13.6,13.6,0
2021-01-08,13.6,13.6,13.6,13.6,0
2021-01-11,13.6,13.6,13.6,13.6,0
2021-01-12,13.6,13.6,13.6,13.6,0
2021-01-13,13.6,13.6,13.6,13.6,0
2021-01-14,13.6,13.6,13.6,13.6,0
2021-01-15,13.6,13.6,13.6,13.6,0
2021-01-18,13.6,13.6,13.6,13.6,0
2021-01-19,13.6,13.6,13.6,13.6,0
2021-01-20,13.6,13.6,13.6,13.6,0
2021-01-21,13.6,13.6,13.6,13.6,0
2021-01-22,13.6,13.6,13.6,13.6,0
2021-01-25,13.6,13.6,13.6,13.6,0
2021-01-26,13.6,13.6,13.6,13.6,0
2021-01-27,13.6,13.6,13.6,13.6,0
2021-01-28,13.6,13.6,13.6,13.6,0
2021-01-29,13.6,13.6,13.6,13.6,0
2021-02-01,13.6,13.6,13.6,13.6,0
2021-02-02,13.6,13.6,13.6,13.6,0
2021-02-03,13.6,13.6,13.6,13.6,0
2021-02-04,13.6,13.6,13.6,13.6,0
2021-02-05,13.6,13.6,13.6,13.6,0
2021-02-08,13.6,13.6,13.6,13.6,0
2021-02-09,13.6,13.6,13.6,13.6,0
2021-02-17,13.6,13.6,13.6,13.6,0
2021-02-18,13.6,13.6,13.6,13.6,0
2021-02-19,13.6,13.6,13.6,13.6,0
2021-02-22,13.6,13.6,13.6,13.6,0
2021-02-23,13.6,13.6,13.6,13.6,0
2021-02-24,13.6,13.6,13.6,13.6,0
2021-02-25,13.6,13.6,13.6,13.6,0
2021-02-26,13.6,13.6,13.6,13.6,0
2021-03-01,13.6,13.6,13.6,13.6,0
2021-03-02,13.6,13.6,13.6,13.6,0
2021-03-03,13.6,13.6,13.6,13.6,0
2021-03-04,13.6,13.6,13.6,13.6,0
2021-03-05,13.6,13.6,13.6,13.6,0
2021-03-08,13.6,13.6,13.6,13.6,0
2021-03-09,13.6,13.6,13.6,13.6,0
2021-03-10,13.6,13.6,13.6,13.6,0
2021-03-11,13.6,13.6,13.6,13.6,0
2021-03-12,13.6,13.6,13.6,13.6,0
2021-03-15,13.6,13.6,13.6,13.6,0
2021-03-16,13.6,13.6,13.6,13.6,0
2021-03-17,13.6,13.6,13.6,13.6,0
2021-03-18,13.6,13.6,13.6,13.6,0
2021-03-19,13.6,13.6,13.6,13.6,0
2021-03-22,13.6,13.6,13.6,13.6,0
2021-03-23,13.6,13.6,13.6,13.6,0
2021-03-24,13.6,13.6,13.6,13.6,0
2021-03-25,13.6,13.6,13.6,13.6,0
2021-03-26,13.6,13.6,13.6,13.6,0
2021-03-29,13.6,13.6,13.6,13.6,0
2021-03-30,13.6,13.6,13.6,13.6,0
2021-03-31,13.6,13.6,13.6,13.6,0
2021-04-01,13.6,13.6,13.6,13.6,0
2021-04-02,13.6,13.6,13.6,13.6,0
2021-04-05,13.6,13.6,13.6,13.6,0
2021-04-06,13.6,13.6,13.6,13.6,0
2021-04-07,13.6,13.6,13.6,13.6,0
2021-04-08,13.6,13.6,13.6,13.6,0
2021-04-09,13.6,13.6,13.6,13.6,0
2021-04-12,13.6,13.6,13.6,13.6,0
2021-04-13,13.6,13.6,13.6,13.6,0
2021-04-14,13.6,13.6,13.6,13.6,0
2021-04-15,13.6,13.6,13.6,13.6,0
2021-04-16,13.6,13.6,13.6,13.6,0
2021-04-19,13.6,13.6,13.6,13.6,0
2021-04-20,13.6,13.6,13.6,13.6,0
2021-04-22,13.6,13.6,13.6,13.6,0
2021-04-23,13.6,13.6,13.6,13.6,0
2021-04-26,13.6,13.6,13.6,13.6,0
2021-04-27,13.6,13.6,13.6,13.6,0
2021-04-28,13.6,13.6,13.6,13.6,0
2021-04-29,13.6,13.6,13.6,13.6,0
2021-05-04,13.6,13.6,13.6,13.6,0
2021-05-05,13.6,13.6,13.6,13.6,0
2021-05-06,13.6,13.6,13.6,13.6,0
2021-05-07,13.6,13.6,13.6,13.6,0
2021-05-10,13.6,13.6,13.6,13.6,0
2021-05-11,13.6,13.6,13.6,13.6,0
2021-05-12,13.6,13.6,13.6,13.6,0
2021-05-13,13.6,13.6,13.6,13.6,0
2021-05-14,13.6,13.6,13.6,13.6,0
2021-05-17,13.6,13.6,13.6,13.6,0
2021-05-18,13.6,13.6,13.6,13.6,0
2021-05-19,13.6,13.6,13.6,13.6,0
2021-05-20,13.6,13.6,13.6,13.6,0
2021-05-21,13.6,13.6,13.6,13.6,0
2021-05-24,13.6,13.6,13.6,13.6,0
2021-05-25,13.6,13.6,13.6,13.6,0
2021-05-26,13.6,13.6,13.6,13.6,0
2021-05-27,13.6,13.6,13.6,13.6,0
2021-05-28,13.6,13.6,13.6,13.6,0
2021-05-31,13.6,13.6,13.6,13.6,0
2021-06-01,13.6,13.6,13.6,13.6,0
2021-06-02,13.6,13.6,13.6,13.6,0
2021-06-03,13.6,13.6,13.6,13.6,0
2021-06-04,13.6,13.6,13.6,13.6,0
2021-06-07,13.6,13.6,13.6,13.6,0
2021-06-08,13.6,13.6,13.6,13.6,0
2021-06-09,13.6,13.6,13.6,13.6,0
2021-06-10,13.6,13.6,13.6,13.6,0
2021-06-11,13.6,13.6,13.6,13.6,0
2021-06-14,13.6,13.6,13.6,13.6,0
2021-06-15,13.6,13.6,13.6,13.6,0
2021-06-16,13.6,13.6,13.6,13.6,0
2021-06-17,13.6,13.6,13.6,13.6,0
2021-06-18,13.6,13.6,13.6,13.6,0
2021-06-21,13.6,13.6,13.6,13.6,0
2021-06-22,13.6,13.6,13.6,13.6,0
2021-06-23,13.6,13.6,13.6,13.6,0
2021-06-24,13.6,13.6,13.6,13.6,0
2021-06-25,13.6,13.6,13.6,13.6,0
2021-06-28,13.6,13.6,13.6,13.6,0
2021-06-29,13.6,13.6,13.6,13.6,0
2021-06-30,13.6,13.6,13.6,13.6,0
2021-07-01,13.6,13.6,13.6,13.6,0
2021-07-02,13.6,13.6,13.6,13.6,0
2021-07-05,13.6,13.6,13.6,13.6,0
2021-07-06,13.6,13.6,13.6,13.6,0
2021-07-07,13.6,13.6,13.6,13.6,0
2021-07-08,13.6,13.6,13.6,13.6,0
2021-07-09,13.6,13.6,13.6,13.6,0
2021-07-12,13.6,13.6,13.6,13.6,0
2021-07-13,13.6,13.6,13.6,13.6,0
2021-07-14,13.6,13.6,13.6,13.6,0
2021-07-15,13.6,13.6,13.6,13.6,0
